title,viewCount,likeCount,commentCount,dislikeCount,human_labeled,title_char_len,title_word_len,title_clean,feat_char_len,feat_word_count,feat_exclaim,feat_question,feat_has_number,feat_caps_ratio,label
এইমাত্র-আলাউদ্দিন জিহাদীর মূক্তির দাবীতে লাখ লাখ লোক|পুরো শহর অচল করে দেওয়ার হুসিয়ারি|Mufti Alauddin,27873,600,43.0,42.0,Clickbait,100,13,এইমাত্র আলাউদ্দিন জিহাদীর মূক্তির দাবীতে লাখ লাখ লোক পুরো শহর অচল দেওয়ার হুসিয়ারি,100,13,0,0,0,0.02,1
সরকারের সামন্য ড্রাইভার ও যেভাবে শত শত কোটি টাকার অবৈধ সম্পদের পাহাড় গড়লেন জানলে ওবাক হবেন।,3076,36,2.0,3.0,Clickbait,91,16,সরকারের সামন্য ড্রাইভার যেভাবে শত শত কোটি টাকার অবৈধ সম্পদের পাহাড় গড়লেন জানলে ওবাক হবেন,91,16,0,0,0,0.0,1
ব্রেকিং- আল্লামা শফীকে নিয়ে মন্তব্য করায় যে শাস্তির আউতায় মুফতি আলাউদ্দিন জিহাদী| Mufti Alauddin,47997,680,128.0,84.0,Clickbait,96,14,ব্রেকিং আল্লামা শফীকে নিয়ে মন্তব্য করায় শাস্তির আউতায় মুফতি আলাউদ্দিন জিহাদী,96,14,0,0,0,0.020833333333333332,1
এক বুক কষ্ট নিয়ে মহা কিংবদন্তির নিরব বিদায়|সত্যি এটি মেনে নেওয়া যায়না|Allama Ahmed Shafi|আল্লামা শফী,4970,116,8.0,9.0,Clickbait,100,15,এক বুক কষ্ট নিয়ে মহা কিংবদন্তির নিরব বিদায় সত্যি মেনে নেওয়া যায়না আল্লামা শফী,100,15,0,0,0,0.03,1
আল্লামা শফি যেভাবে বিশ্বে জনপ্রিয় ব্যাক্তি হয়ে ওঠেছিলেন। জানুন দেশের সবাই কেন তাকে ভালোবাসতেন।,1649,35,0.0,2.0,Clickbait,94,14,আল্লামা শফি যেভাবে বিশ্বে জনপ্রিয় ব্যাক্তি হয়ে ওঠেছিলেন দেশের সবাই তাকে ভালোবাসতেন,94,14,0,0,0,0.0,1
আল্লামা শফী হুজুর চলে যাবার আগ মূহুর্তে যা বলে গেলেন জানলে কাঁদতে বাধ্য হবেন। Allama Ahmed Shafi,434166,4344,132.0,459.0,Clickbait,96,17,আল্লামা শফী হুজুর চলে যাবার আগ মূহুর্তে যা বলে গেলেন জানলে কাঁদতে বাধ্য হবেন,96,17,0,0,0,0.03125,1
এইমাত্র- কোটি কোটি মানুষকে কাঁদিয়ে না ফেরার দেশে চলে গেলেন আল্লামা আহমদ শফি| ইন্না লিল্লাহি ওয়া ই..,13983,216,7.0,9.0,Clickbait,99,17,এইমাত্র কোটি কোটি মানুষকে কাঁদিয়ে ফেরার দেশে চলে গেলেন আল্লামা আহমদ শফি ইন্না লিল্লাহি ওয়া,99,17,0,0,0,0.0,1
অবশেষে বেড়িয়ে এল আসল কারন| যে কারনে উত্তাল দেশের সবচেয়ে বড় কওমী মাদ্রাসা হাটহাজারী জানলে ওবাক হবেন|,15135,201,5.0,16.0,Clickbait,99,17,অবশেষে বেড়িয়ে এল আসল কারন কারনে উত্তাল দেশের সবচেয়ে বড় কওমী মাদ্রাসা হাটহাজারী জানলে ওবাক হবেন,99,17,0,0,0,0.0,1
ব্রেকিং- হঠাৎ বাংলাদেশের দিকে মিয়ানমারের সাজ সাজ ভাব| কি ঘটতে যাচ্ছে বাংলাদেশে? টেনশনে সরকার|,2701,65,0.0,4.0,Clickbait,93,14,ব্রেকিং হঠাৎ বাংলাদেশের মিয়ানমারের সাজ সাজ ভাব ঘটতে যাচ্ছে বাংলাদেশে টেনশনে সরকার,93,14,0,1,0,0.0,1
বোরকা পড়ে ক্রিকেট খেলে ভাইরাল মহিলার আসল পরিচয় জানলে অবাক হবেন।,8708,114,3.0,10.0,Clickbait,63,11,বোরকা পড়ে ক্রিকেট খেলে ভাইরাল মহিলার আসল পরিচয় জানলে অবাক হবেন,63,11,0,0,0,0.0,1
সব কুর্কম ফাঁ'স| ফুল বিক্রিতা জিনিয়াকে অপহরনকারী  আওয়ামীলীগ নেত্রী লুপা তালুকদারের মুখোস উন্মোচন|,12761,232,22.0,10.0,Clickbait,97,13,কুর্কম ফাঁ ফুল বিক্রিতা জিনিয়াকে অপহরনকারী আওয়ামীলীগ নেত্রী লুপা তালুকদারের মুখোস উন্মোচন,97,13,0,0,0,0.0,1
"ভাসানচর আবাসিকে যেতে রাজি নয় রোহিঙ্গারা। পরিদর্শন শেষে সুর পাল্টালেন রোহিঙ্গারা নেতারা, একি বললেন?",4564,48,2.0,4.0,Clickbait,98,14,ভাসানচর আবাসিকে যেতে রাজি নয় রোহিঙ্গারা পরিদর্শন শেষে সুর পাল্টালেন রোহিঙ্গারা নেতারা একি বললেন,98,14,0,1,0,0.0,1
জানলে অবাক হবেন ফুল বিক্রিতা জিনিয়া যেভাবে অপহরণ হয়েছিল এবং অবশেষে যেভাবে উদ্ধার হলো|ঘটনার শুরু -শেষ,7093,86,3.0,3.0,Clickbait,100,16,জানলে অবাক হবেন ফুল বিক্রিতা জিনিয়া যেভাবে অপহরণ হয়েছিল অবশেষে যেভাবে উদ্ধার ঘটনার শুরু,100,16,0,0,0,0.0,1
মসজিদের সামনে নায়িকা মুনমুনের অশ্লিল নাচ ভাইরাল। সারাদেশে সমালোচনার ঝড়। যা বললেন মুনমুন,63523,653,123.0,86.0,Clickbait,87,13,মসজিদের সামনে নায়িকা মুনমুনের অশ্লিল নাচ ভাইরাল সারাদেশে সমালোচনার ঝড় যা বললেন মুনমুন,87,13,0,0,0,0.0,1
অবশেষে বেরিয়ে এল নারায়নগঞ্জ মসজিদের আসল ঘটনা যা হয়েছিল। প্রমাণ সহ দেখুন মূলত কি কারন।,15265,166,1.0,10.0,Clickbait,85,15,অবশেষে বেরিয়ে এল নারায়নগঞ্জ মসজিদের আসল ঘটনা যা হয়েছিল প্রমাণ সহ মূলত কারন,85,15,0,0,0,0.0,1
রেগে গেলেন  জেনারেল আজিজ। ওসি প্রদীপের কঠিন  শাস্তি ফাঁ 'সি হবে?  Oc pradeep kumar fasi,5186,102,2.0,7.0,Clickbait,87,15,রেগে গেলেন জেনারেল আজিজ ওসি প্রদীপের কঠিন শাস্তি ফাঁ সি,87,15,0,1,0,0.011494252873563218,1
জীবিত সিনহাকে পা দিয়ে গলা চেপে নিঃশেষ করেন ওসি প্রদীপ। লিয়াকত নন্দদুলালের স্বীকারোক্তিতে বেরিয়ে এল,6559,93,2.0,6.0,Clickbait,98,15,জীবিত সিনহাকে পা দিয়ে গলা চেপে নিঃশেষ ওসি প্রদীপ লিয়াকত নন্দদুলালের স্বীকারোক্তিতে বেরিয়ে এল,98,15,0,0,0,0.0,1
অবশেষে সিনহা হ-ত্যার দোষ স্বীকার করে আদালতে জবানবন্দি দিলেন এস আই লিয়াকত জানালেন সে দিনের আসল ঘটনা,3592,87,5.0,8.0,Clickbait,98,17,অবশেষে সিনহা ত্যার দোষ স্বীকার আদালতে জবানবন্দি দিলেন এস আই লিয়াকত জানালেন দিনের আসল ঘটনা,98,17,0,0,0,0.0,1
ভ'য়ংকর শাস্তি ওসি প্রদীপের| যেভাবে এক পোশাকেই দিনের পর দিন কাটছে প্রদীপ কুমার দাশের|Oc Pradeep kumar,4654,84,11.0,11.0,Clickbait,100,16,য়ংকর শাস্তি ওসি প্রদীপের যেভাবে এক পোশাকেই দিনের কাটছে প্রদীপ কুমার দাশের,100,16,0,0,0,0.02,1
এবার ওসি প্রদীপকে নিয়ে সরাসরি ঘটনাস্থলে রেবের কর্মকর্তারা। একে একে বেরিয়ে আসছে ভ'য়ংকর সব তথ্য,11370,143,5.0,6.0,Clickbait,93,15,এবার ওসি প্রদীপকে নিয়ে সরাসরি ঘটনাস্থলে রেবের কর্মকর্তারা একে একে বেরিয়ে আসছে য়ংকর তথ্য,93,15,0,0,0,0.0,1
"বড় সুখবর- আবারও আগের মতই চলবে সব গণপরিবহন, বাড়তি বাড়ার নিয়ম বাতিল, প্রতি সিটেই বসবে যাত্রীরা।",3974,85,1.0,6.0,Clickbait,93,16,বড় সুখবর আবারও আগের মতই চলবে গণপরিবহন বাড়তি বাড়ার নিয়ম বাতিল প্রতি সিটেই বসবে যাত্রীরা,93,16,0,0,0,0.0,1
চট্টগ্রামে নিমিষেই তলিয়ে গেল হাসপাতাল সহ বিভিন্ন এলাকা। চারদিকে শত শত মানুষের কান্না। Bd flood 2020,2731,42,0.0,2.0,Clickbait,99,16,চট্টগ্রামে নিমিষেই তলিয়ে গেল হাসপাতাল সহ বিভিন্ন এলাকা চারদিকে শত শত মানুষের কান্না,99,16,0,0,1,0.010101010101010102,1
এবার দুদকের জালে ফেঁসে যাচ্ছে ওসি প্রদীপের স্ত্রী।কোটি কোটি টাকার কোন হিসাব দিতে পারছেনা চুমকি,14456,204,1.0,11.0,Clickbait,94,15,এবার দুদকের জালে ফেঁসে যাচ্ছে ওসি প্রদীপের স্ত্রী কোটি কোটি টাকার কোন হিসাব দিতে পারছেনা চুমকি,94,15,0,0,0,0.0,1
নৌকা থেকে বেঁচে ফেরা আমিনুল জানালেন সেদিনের রোমহর্ষক ঘটনা। যেভাবে সব হুজুর সহ ডুবে গিয়েছিল ট্রলার,1643,42,2.0,2.0,Clickbait,97,16,নৌকা বেঁচে ফেরা আমিনুল জানালেন সেদিনের রোমহর্ষক ঘটনা যেভাবে হুজুর সহ ডুবে গিয়েছিল ট্রলার,97,16,0,0,0,0.0,1
ব্রেকিং- অবশেষে পল্টি মারলেন শিপ্রা দেবনাথ। বিচার পাবে কি মেজর সিনহা? দেখুন কতটা জঘণ্য মেয়েটি।,3613,44,10.0,4.0,Clickbait,94,15,ব্রেকিং অবশেষে পল্টি মারলেন শিপ্রা দেবনাথ বিচার পাবে মেজর সিনহা কতটা জঘণ্য মেয়েটি,94,15,0,1,0,0.0,1
গর্জে উঠলেন ভিপি নুর। এত দিনেও কেন ওসি প্রদীপকে রিমান্ডে নেওয়া সম্ভব হয়নি? Vp Nurul haque nur,4681,135,8.0,4.0,Clickbait,93,17,গর্জে উঠলেন ভিপি নুর এত দিনেও ওসি প্রদীপকে রিমান্ডে নেওয়া সম্ভব হয়নি,93,17,0,1,0,0.021505376344086023,1
অনুসন্ধানে বেড়িয়ে এল ওসি প্রদীপের অপকর্মের আসল আস্থানা। কি কি করা হত বাড়িটিতে দেখলে ওবাক হবেন,61902,1343,33.0,48.0,Clickbait,93,16,অনুসন্ধানে বেড়িয়ে এল ওসি প্রদীপের অপকর্মের আসল আস্থানা করা হত বাড়িটিতে দেখলে ওবাক হবেন,93,16,0,0,0,0.0,1
গা শিউড়ে উঠা ভ'য়াবহ তথ্য। ওসি প্রদীপের অপকর্মের সংবাদ প্রকাশ করায় যেভাবে সাংবাদিককে নির্জাতন করা হয়,31605,619,18.0,23.0,Clickbait,99,16,গা শিউড়ে উঠা য়াবহ তথ্য ওসি প্রদীপের অপকর্মের সংবাদ প্রকাশ করায় যেভাবে সাংবাদিককে নির্জাতন করা হয়,99,16,0,0,0,0.0,1
ভারতকে নিয়ে একি হুংকার দিলেন ডা. জাফরুল্লাহ চৌধুরী।  মুখ খুললেন মেজর সিনহাকে নিয়ে। dr zafarullah,4393,91,7.0,7.0,Clickbait,96,15,ভারতকে নিয়ে একি হুংকার দিলেন ডা জাফরুল্লাহ চৌধুরী মুখ খুললেন মেজর সিনহাকে নিয়ে,96,15,0,0,0,0.0,1
মেজর সিনহার লেপটপ ও ক্যামেরায় কি ছিল? সেই লেপটপ ক্যামেরা এখন কোথায় কার হাতে?,13346,203,2.0,13.0,Clickbait,76,14,মেজর সিনহার লেপটপ ক্যামেরায় লেপটপ ক্যামেরা কোথায় কার হাতে,76,14,0,2,0,0.0,1
চলচ্চিত্রের খলনায়ক ইলিয়াস কোবরার সহযোগীতায় মেজরের পরপারের টিকেট নিশ্চিত করেন প্রদীপ।,7798,196,3.0,7.0,Clickbait,84,11,চলচ্চিত্রের খলনায়ক ইলিয়াস কোবরার সহযোগীতায় মেজরের পরপারের টিকেট নিশ্চিত প্রদীপ,84,11,0,0,0,0.0,1
ওসি প্রদীপের কি সেই পাউয়ার? কেন তাকে চৌদ্দ শিকেও রাখা সম্ভব না? OC pradeep kumar das,29182,393,13.0,27.0,Clickbait,84,16,ওসি প্রদীপের পাউয়ার তাকে চৌদ্দ শিকেও রাখা সম্ভব,84,16,0,2,0,0.023809523809523808,1
প্রমান সহ ওসি প্রদীপের সকল কুকর্ম যা দেখলে নিজেকে স্থির রাখতে পারবেন না।রিম্যান্ডে বেড়িয়ে আসছে,23810,373,10.0,17.0,Clickbait,94,15,প্রমান সহ ওসি প্রদীপের সকল কুকর্ম যা দেখলে নিজেকে স্থির রাখতে পারবেন রিম্যান্ডে বেড়িয়ে আসছে,94,15,0,0,0,0.0,1
অবশেষে বেড়িয়ে এল ভ'য়ংকর সব তথ্য। যে আসল কারনে মেজর সিনহাকে শেষ করা হয়েছিল জানলে চমকে যাবেন,125536,1913,44.0,109.0,Clickbait,90,17,অবশেষে বেড়িয়ে এল য়ংকর তথ্য আসল কারনে মেজর সিনহাকে করা হয়েছিল জানলে চমকে যাবেন,90,17,0,0,0,0.0,1
অবশেষে ৭ পুলিস সদস্য কঠিন শাস্তির আওতায়। দেখুন মেজর সিনহার ঘঠনায় যে কঠিন সিন্ধান্ত দিল আদালত।,4566,94,4.0,6.0,Clickbait,93,16,অবশেষে পুলিস সদস্য কঠিন শাস্তির আওতায় মেজর সিনহার ঘঠনায় কঠিন সিন্ধান্ত দিল আদালত,93,16,0,0,1,0.0,1
হায় সব শেষ! অবশেষে বিখ্যাত সেই মসজিদের জায়গায় মন্দির উদ্বোধন করলেন মোদী। দেখুন যেভাবে ভেঙে দিল সব।,2824,40,4.0,20.0,Clickbait,98,17,হায় অবশেষে বিখ্যাত মসজিদের জায়গায় মন্দির উদ্বোধন করলেন মোদী যেভাবে ভেঙে দিল,98,17,1,0,0,0.0,1
সাব্বাস রাসেল মিয়া! পতীতা সানাইয়ের বিরুদ্ধে গর্জে উঠলেন রাসেল। পতীতার ঠাই হবেনা বাংলায়। viral news,7976,361,39.0,14.0,Clickbait,98,15,সাব্বাস রাসেল মিয়া পতীতা সানাইয়ের বিরুদ্ধে গর্জে উঠলেন রাসেল পতীতার ঠাই হবেনা বাংলায়,98,15,1,0,0,0.0,1
চোখের পলকেই তলিয়ে গেল শত শত বাড়ি ঘর। ঈদের দিনেও চারদিকে হাহাকার। Flood in bangladesh 2020,17587,236,5.0,13.0,Clickbait,89,16,চোখের পলকেই তলিয়ে গেল শত শত বাড়ি ঘর ঈদের দিনেও চারদিকে হাহাকার,89,16,0,0,1,0.011235955056179775,1
"ব্রেকিংঃ গরু নিয়ে টানাটানি, শেষ দিনে গরু শূণ্য ঢাকা নারায়নগঞ্জ সব হাট। Qurbanir Eid 2020",6708,69,0.0,2.0,Clickbait,88,15,ব্রেকিংঃ গরু নিয়ে টানাটানি দিনে গরু শূণ্য ঢাকা নারায়নগঞ্জ হাট,88,15,0,0,1,0.022727272727272728,1
যে কারনে বাংলার টাইগারের সাথে একটি ছাগল ফ্রি দেওয়ার পরও বিক্রি হলোনা।  কেঁদে কেঁদে যা বললেন মালিক।,7285,75,3.0,5.0,Clickbait,98,17,কারনে বাংলার টাইগারের সাথে ছাগল ফ্রি দেওয়ার পরও বিক্রি হলোনা কেঁদে কেঁদে যা বললেন মালিক,98,17,0,0,0,0.0,1
এবার বন্যার পানিতে তলিয়ে যাচ্ছে পুরো ঢাকা শহর। ভ'য়ংকরভাবে ফুসে উঠছে সব নদীর পানি।Flood in bd 2020,20520,271,8.0,20.0,Clickbait,97,17,এবার বন্যার পানিতে তলিয়ে যাচ্ছে পুরো ঢাকা শহর য়ংকরভাবে ফুসে উঠছে নদীর পানি,97,17,0,0,1,0.010309278350515464,1
শেষ রক্ষা হলোনা! একে একে তলিয়ে যাচ্ছে সব। যে কোন সময় তলিয়ে যেতে পারে পুরো দেশ।Flood in bangladesh,8040,130,7.0,8.0,Clickbait,97,18,রক্ষা হলোনা একে একে তলিয়ে যাচ্ছে কোন সময় তলিয়ে যেতে পারে পুরো দেশ,97,18,1,0,0,0.010309278350515464,1
ইয়া আল্লাহ! টাঙ্গাইলে বন্যায় নিমিষেই বিলীন শত শত বাড়ি ঘর। চারদিকে লাখ লাখ মানুষের কান্না।Flood 2020,56842,644,13.0,39.0,Clickbait,99,16,ইয়া আল্লাহ টাঙ্গাইলে বন্যায় নিমিষেই বিলীন শত শত বাড়ি ঘর চারদিকে লাখ লাখ মানুষের কান্না,99,16,1,0,1,0.010101010101010102,1
চোখের পলকেই তলিয়ে যাচ্ছে শত শত বাড়ি ঘর।চারদিকে লাখ লাখ মানুষের কান্না। 2020 flood in Bangladesh,289861,1955,36.0,217.0,Clickbait,95,16,চোখের পলকেই তলিয়ে যাচ্ছে শত শত বাড়ি ঘর চারদিকে লাখ লাখ মানুষের কান্না,95,16,0,0,1,0.010526315789473684,1
ভ'য়ংকর বন্যায় নিমিষেই তলিয়ে যাচ্ছে একের পর এক অংশ। ফুঁসে উঠছে সব নদ নদী। ডুবে যেতে পারে দেশের ৪০ ভাগ,78584,950,13.0,48.0,Clickbait,100,20,য়ংকর বন্যায় নিমিষেই তলিয়ে যাচ্ছে একের এক অংশ ফুঁসে উঠছে নদ নদী ডুবে যেতে পারে দেশের ৪০ ভাগ,100,20,0,0,1,0.0,1
৫ সেকেন্ডেই পদ্মা নদীতে তলীয়ে গেল ২ কোটি টাকার স্কুল। ভ'য়ংকর বন্যায় ভেসে যাচ্ছে শতশত বাড়ি ঘর।,27934,243,4.0,14.0,Clickbait,93,17,সেকেন্ডেই পদ্মা নদীতে তলীয়ে গেল কোটি টাকার স্কুল য়ংকর বন্যায় ভেসে যাচ্ছে শতশত বাড়ি ঘর,93,17,0,0,1,0.0,1
বন্যায় নিমেষেই বিলীন হয়ে গেল চরাঞ্চলের একমাত্র বিদ্যালয়। কান্নায় ভেঙে পরেছে শত শত শিক্ষার্থী,38752,409,12.0,35.0,Clickbait,92,14,বন্যায় নিমেষেই বিলীন হয়ে গেল চরাঞ্চলের একমাত্র বিদ্যালয় কান্নায় ভেঙে পরেছে শত শত শিক্ষার্থী,92,14,0,0,0,0.0,1
তলিয়ে যাচ্ছে ঢাকায় একের পর এক অংশ। ধেয়ে আসছে ভ'য়ংকর বন্যা। অচল হয়ে যেতে পারে পুরো শহর।,245971,2199,57.0,186.0,Clickbait,86,17,তলিয়ে যাচ্ছে ঢাকায় একের এক অংশ ধেয়ে আসছে য়ংকর বন্যা অচল হয়ে যেতে পারে পুরো শহর,86,17,0,0,0,0.0,1
ধেয়ে আসছে ভ'য়ংকর বন্যা। তলিয়ে যাচ্ছে একের পর এক জেলা-উপজেলা। অচল হয়ে যেতে পারে পুরোদেশ,1101554,9094,239.0,759.0,Clickbait,86,15,ধেয়ে আসছে য়ংকর বন্যা তলিয়ে যাচ্ছে একের এক জেলা উপজেলা অচল হয়ে যেতে পারে পুরোদেশ,86,15,0,0,0,0.0,1
ইতিহাসের সবচেয়ে দীর্ঘতম বন্যার কবলে পরতে যাচ্ছে বাংলাদেশ। ৮৮ বন্যার পর সবচেয়ে দীর্ঘস্থায়ী হবে এটি,19586,209,6.0,12.0,Clickbait,97,15,ইতিহাসের সবচেয়ে দীর্ঘতম বন্যার কবলে পরতে যাচ্ছে বাংলাদেশ ৮৮ বন্যার সবচেয়ে দীর্ঘস্থায়ী,97,15,0,0,1,0.0,1
ব্রেকিং- দুর্নীতির দায়ে পদত্যাগ করলেন স্বাস্থ্য মহাপরিচালক। এবার স্বাস্থ্যমন্ত্রীকেও দুদকে তলব।,2303,36,4.0,1.0,Clickbait,95,11,ব্রেকিং দুর্নীতির দায়ে পদত্যাগ করলেন স্বাস্থ্য মহাপরিচালক এবার স্বাস্থ্যমন্ত্রীকেও দুদকে তলব,95,11,0,0,0,0.0,1
এবার কোরবানির সবচেয়ে দামী গরু রোজো ও টাইগার কত দামে বিক্রি হলো জানলে ওবাক হবেন। 2020 Qurbani Cow,6629,53,1.0,8.0,Clickbait,96,18,এবার কোরবানির সবচেয়ে দামী গরু রোজো টাইগার কত দামে বিক্রি জানলে ওবাক হবেন,96,18,0,0,1,0.020833333333333332,1
"এবার ঈদের সবচেয়ে বড় গরু ২ টন ওজনের ভাগ্যরাজ, দাম জানলে ওবাক হবেন। 2020 Qurbanir Eid",69151,752,30.0,52.0,Clickbait,83,16,এবার ঈদের সবচেয়ে বড় গরু টন ওজনের ভাগ্যরাজ দাম জানলে ওবাক হবেন,83,16,0,0,1,0.024096385542168676,1
মানুষকে পুলিশি হয়রানির প্রতিবাদে গর্জে উঠলেন ভিপি নুর। Vp nurul haque nur,2680,75,12.0,3.0,Clickbait,73,12,মানুষকে পুলিশি হয়রানির প্রতিবাদে গর্জে উঠলেন ভিপি নুর,73,12,0,0,0,0.0136986301369863,1
অবশেষে বেড়িয়ে এল আসল ঘটনা যে কারনে ফাহিম সালেহকে শেষ করে দিয়েছে তার সহকারী।,2332,37,1.0,3.0,Clickbait,75,14,অবশেষে বেড়িয়ে এল আসল ঘটনা কারনে ফাহিম সালেহকে দিয়েছে সহকারী,75,14,0,0,0,0.0,1
যেভাবে পালাতে চেয়ে রেবের কাছে ধড়া পড়ল সাহেদ জানলে ওবাক হবেন। Regent hospital shahed,3324,37,1.0,3.0,Clickbait,83,14,যেভাবে পালাতে চেয়ে রেবের কাছে ধড়া পড়ল সাহেদ জানলে ওবাক হবেন,83,14,0,0,0,0.012048192771084338,1
"এইমাত্র পাওয়া- মৌলভীবাজারে অবস্থান করছে সাহেদ, ইন্ডিয়া পাড়ি জমানোর চেষ্টায়....",13202,160,1.0,14.0,Clickbait,78,10,এইমাত্র পাওয়া মৌলভীবাজারে অবস্থান করছে সাহেদ ইন্ডিয়া পাড়ি জমানোর চেষ্টায়,78,10,0,0,0,0.0,1
Big News: ডাঃ সাবরিনা কাঠগরায় দাঁড়িয়ে কেঁ'দে কেঁ'দে যা বললেন। এটা কি বিশ্বাসযোগ্য? Viral News,15371,189,9.0,14.0,Clickbait,93,15,ডাঃ সাবরিনা কাঠগরায় দাঁড়িয়ে কেঁ দে কেঁ দে যা বললেন বিশ্বাসযোগ্য,93,15,0,1,0,0.043010752688172046,1
এইমাত্র পাওয়া- ডাঃ সাবরিনা কড়া শাস্তির আওতায়। আদালতে উঠানোর পর যে সিন্ধান্ত দিল। Viral News,23404,296,10.0,13.0,Clickbait,91,15,এইমাত্র পাওয়া ডাঃ সাবরিনা কড়া শাস্তির আওতায় আদালতে উঠানোর সিন্ধান্ত দিল,91,15,0,0,0,0.02197802197802198,1
অবশেষে গ্রে-প্তারে বেড়িয়ে এল ডা. সাবরিনার প্রতারনা। যেভাবে করণার ভূয়া রিপোর্ট দিয়ে কোটি কোটি টাকা,6230,118,6.0,13.0,Clickbait,97,15,অবশেষে গ্রে প্তারে বেড়িয়ে এল ডা সাবরিনার প্রতারনা যেভাবে করণার ভূয়া রিপোর্ট দিয়ে কোটি কোটি টাকা,97,15,0,0,0,0.0,1
অবশেষে বেড়িয়ে এল সুমন বেপারীর আসল নাটক। এই সাজানো নাটকের মূলে যারা জরিত।,23276,312,20.0,23.0,Clickbait,72,13,অবশেষে বেড়িয়ে এল সুমন বেপারীর আসল নাটক সাজানো নাটকের মূলে যারা জরিত,72,13,0,0,0,0.0,1
"বিরাট সুখবর- বাংলাদেশে প্রথম করণার সফল ঠিকার দাবী, বড় আশার আলো",21769,305,14.0,16.0,Clickbait,62,11,বিরাট সুখবর বাংলাদেশে করণার সফল ঠিকার দাবী বড় আশার আলো,62,11,0,0,0,0.0,1
"পানির নিচে ১৩ ঘন্টা থাকা সেই সুমন বেপারী অবশেষে ধড়া খাইল, জানা গেল আসল বিষয়।",151890,1943,83.0,157.0,Clickbait,76,15,পানির ১৩ ঘন্টা থাকা সুমন বেপারী অবশেষে ধড়া খাইল জানা গেল আসল বিষয়,76,15,0,0,1,0.0,1
অবশেষে বেড়িয়ে এল বুড়িগঙ্গায় যেভাবে হল দুই লঞ্চের ঘঠনা।দেখুন কেমেরায় ধড়া পরল ও প্রত্যক্ষদর্শীর কাছে,20056,288,5.0,22.0,Clickbait,98,15,অবশেষে বেড়িয়ে এল বুড়িগঙ্গায় যেভাবে দুই লঞ্চের ঘঠনা কেমেরায় ধড়া পরল প্রত্যক্ষদর্শীর কাছে,98,15,0,0,0,0.0,1
ব্রেকিং- সরকার বন্ধ করে দিল ফ্রিতে করোণা পরিক্ষা। এখন থেকে পরিক্ষার জন্য কত টাকা লাগবে জানেন?,4290,74,6.0,11.0,Clickbait,93,16,ব্রেকিং সরকার বন্ধ দিল ফ্রিতে করোণা পরিক্ষা পরিক্ষার কত টাকা লাগবে,93,16,0,1,0,0.0,1
গরম খবর- আবারও ভাড়তের এলাকা দখল করল চীণ। এবার ভাড়তের পক্ষে মাঠে নামতে যাচ্ছে এ্যামেরিকা,3873,64,4.0,2.0,Clickbait,87,15,গরম খবর আবারও ভাড়তের এলাকা দখল করল চীণ এবার ভাড়তের পক্ষে মাঠে নামতে যাচ্ছে এ্যামেরিকা,87,15,0,0,0,0.0,1
"ব্রেকিং- এবার ভারতে পানি দেওয়া বন্ধ করে দিল ভুটান সরকার।একের পর এক বিপদে ভারত,চিন্তায় ঘুম নেই মোদির।",2085,72,5.0,7.0,Clickbait,100,17,ব্রেকিং এবার ভারতে পানি দেওয়া বন্ধ দিল ভুটান সরকার একের এক বিপদে ভারত চিন্তায় ঘুম নেই মোদির,100,17,0,0,0,0.0,1
অবশেষে বেড়িয়ে এল আসল রহশ্য এক সাথে দুই বান্ধবী যে কারনে...,13522,150,6.0,16.0,Clickbait,58,11,অবশেষে বেড়িয়ে এল আসল রহশ্য এক সাথে দুই বান্ধবী কারনে,58,11,0,0,0,0.0,1
সংসদে দাড়িয়ে বিএনপি এমপি হারুন অর রশিদ স্বাস্থমন্ত্রী ও পুলিস আইজিপিকে কঠিন বাঁশ দিলেন।Bnp Mp Harun,3714,77,3.0,6.0,Clickbait,99,16,সংসদে দাড়িয়ে বিএনপি এমপি হারুন অর রশিদ স্বাস্থমন্ত্রী পুলিস আইজিপিকে কঠিন বাঁশ দিলেন,99,16,0,0,0,0.030303030303030304,1
করোণার যে ভয়ে একের পর এক অভিনেত্রী অভিনয় ছেড়ে ইসলাম ধর্মে মনযোগ দিলেন জানলে ও'বাক হবেন,4377,104,7.0,3.0,Clickbait,86,16,করোণার ভয়ে একের এক অভিনেত্রী অভিনয় ছেড়ে ইসলাম ধর্মে মনযোগ দিলেন জানলে বাক হবেন,86,16,0,0,0,0.0,1
এইমাত্র পাওয়া- ভাড়তের সব ঘেড়াও করে ফেলেছে চিণ। যে কোন সময়...,5940,133,12.0,6.0,Clickbait,60,11,এইমাত্র পাওয়া ভাড়তের ঘেড়াও ফেলেছে চিণ কোন সময়,60,11,0,0,0,0.0,1
দুঃসংবাদ- করণায় বাংলাদেশের পরিস্তিতি দেখে হতাস চীণের দল। দেশে ফিরে যাচ্ছেন তারা।,23427,294,16.0,19.0,Clickbait,80,12,দুঃসংবাদ করণায় বাংলাদেশের পরিস্তিতি দেখে হতাস চীণের দল দেশে ফিরে যাচ্ছেন,80,12,0,0,0,0.0,1
